word	old20 score (based on the top 35502 lemmas in sdewac)
Reiseleiter	11.0
Stundenplan	11.0
Jahreswechsel	13.0
Busfahrt	8.0
Dreiviertel	11.0
Abbruch	7.0
Verabschiedung	14.0
Übereinkunft	12.0
Ruhepause	9.0
Camp	4.0
Frauenarzt	10.0
Durchfall	9.0
Lake	4.0
Rabe	4.0
Erlangung	9.0
Bakterium	9.0
Hochebene	9.0
Schwule	7.0
Abstinenz	9.0
Gegenpol	8.0
Apostel	7.0
Rücksprache	11.0
Wandern	7.0
Artillerie	10.0
Infanterie	10.0
Miß	3.0
Verurteilte	11.0
Rückstand	9.0
Diagnose	8.0
Walzer	6.0
Akkordeon	9.0
Pommes	6.0
Konsistenz	10.0
Segel	5.0
Darstellung	11.0
Hain	4.0
Obduktion	9.0
Dienstagabend	13.0
Gegenwind	9.0
Eintreffen	10.0
Einschnitt	10.0
Eigenheit	9.0
Pünktlichkeit	13.0
Gefolgschaft	12.0
Schmerzmittel	13.0
Neuerung	8.0
Vulkanausbruch	14.0
Moor	4.0
Gutachter	9.0
Naivität	8.0
Rubel	5.0
Lebensgrundlage	15.0
Demut	5.0
Subjekt	7.0
Heile	5.0
Klausur	7.0
Zehnte	6.0
Anziehung	9.0
Äußerlichkeit	13.0
Emission	8.0
Entzug	6.0
Auflösung	9.0
Radfahrer	9.0
Röntgenbild	11.0
Herrlichkeit	12.0
Pixel	5.0
Heer	4.0
Chirurgie	9.0
Level	5.0
Herzlichkeit	12.0
Landessprache	13.0
Kleber	6.0
Lama	4.0
Geisel	6.0
Versammlung	11.0
Diskriminierung	15.0
Animation	9.0
Erwägung	8.0
Fonds	5.0
Putzen	6.0
Speisekarte	11.0
Betreten	8.0
Schwierigkeitsgrad	18.0
Pluspunkt	9.0
Adrenalin	9.0
Bändchen	8.0
Auslage	7.0
Verwüstung	10.0
Raubbau	7.0
Hall	4.0
Staudamm	8.0
Raubtier	8.0
Stichwort	9.0
Vermittlung	11.0
Keimzelle	9.0
Überbleibsel	12.0
Ermahnung	9.0
Limonade	8.0
Kastanie	8.0
Beschwerde	10.0
Kaste	5.0
Naturkatastrophe	16.0
Artefakt	8.0
Gastspiel	9.0
Aufschwung	10.0
Folgeschaden	12.0
Ausdrucksweise	14.0
Offizielle	10.0
Symptom	7.0
Rekonstruktion	14.0
Plattform	9.0
Treiber	7.0
Pfosten	7.0
Mast	4.0
Frühwarnsystem	14.0
Überschwemmung	14.0
Fundort	7.0
Zeugung	7.0
Gentest	7.0
Anstieg	7.0
Zielort	7.0
Beigeschmack	12.0
Streßsituation	14.0
Mongole	7.0
Lebzeit	7.0
Umschulung	10.0
Sozialarbeiterin	16.0
Elite	5.0
Beisammensein	13.0
Staatssekretär	14.0
Heilmethode	11.0
Maxime	6.0
Ersatzteil	10.0
Aufgeschlossenheit	18.0
Frische	7.0
Basisstation	12.0
Präfekt	7.0
Ermutigung	10.0
Bauart	6.0
Beschriftung	12.0
Vorzeichen	10.0
Rückgrat	8.0
Lageplan	8.0
Lebensenergie	13.0
Vorwarnung	10.0
Rote	4.0
Delegation	10.0
Nachbarland	11.0
Mini	4.0
Lob	3.0
Email	5.0
Erforschung	11.0
Stammzelle	10.0
Festtag	7.0
Dolch	5.0
Pascha	6.0
Gänze	5.0
Phosphor	8.0
Atemnot	7.0
Migräne	7.0
Rechtsprechung	14.0
Russe	5.0
Sonnenschirm	12.0
Bundesgrenzschutz	17.0
Eichel	6.0
Existenzminimum	15.0
Dressur	7.0
Salbe	5.0
Dorfkirche	10.0
Statik	6.0
Weiler	6.0
Apokalypse	10.0
Unterbringung	13.0
Gegenseite	10.0
Lava	4.0
Mündung	7.0
Nachlaß	7.0
Feigheit	8.0
Injektion	9.0
Urzeit	6.0
Venus	5.0
Grußwort	8.0
Bauweise	8.0
Naturschutz	11.0
Gedenkstein	11.0
Mitbürger	9.0
Aufgebot	8.0
Abschiebung	11.0
Netzhaut	8.0
Globus	6.0
Rune	4.0
Adoption	8.0
Darm	4.0
Gruft	5.0
Bedeutungslosigkeit	19.0
Terminus	8.0
Grünfläche	10.0
Gynäkologe	10.0
Krankenkasse	12.0
Säugetier	9.0
Muttermilch	11.0
Aufdruck	8.0
Schienenverkehr	15.0
Pflegeheim	10.0
Laufzeit	8.0
Erbanlage	9.0
Abstecher	9.0
Casino	6.0
Oberarzt	8.0
Champion	8.0
Zauberwort	10.0
Mauerwerk	9.0
Denkmalschutz	13.0
Kippe	5.0
Drache	6.0
Urlaubszeit	11.0
Agrarwirtschaft	15.0
Premiere	8.0
Gärung	6.0
Errungenschaft	14.0
Matte	5.0
Offerte	7.0
Verfolger	9.0
Schinken	8.0
Herzfrequenz	12.0
Panorama	8.0
Bildfläche	10.0
Ultimatum	9.0
Ostküste	8.0
Photographie	12.0
Verteilung	10.0
Partikel	8.0
Soll	4.0
Zweikampf	9.0
Philosoph	9.0
Lebendige	9.0
Schimpanse	10.0
Preiserhöhung	13.0
Totschlag	9.0
Memoiren	8.0
Asylbewerber	12.0
Folklore	8.0
Veteran	7.0
Schwan	6.0
Schauspielern	13.0
Elan	4.0
Einfallsreichtum	16.0
Anreiz	6.0
Provision	9.0
Stapel	6.0
Landwirt	8.0
Gebäck	6.0
Aufbruchstimmung	16.0
Zusammenstoß	12.0
Gefallene	9.0
Amtshandlung	12.0
Fangemeinde	11.0
Veto	4.0
Gebilde	7.0
Spionage	8.0
Betriebsleiter	14.0
Mobilität	9.0
Wissenswerte	12.0
Wachs	5.0
Prostituierte	13.0
Exponat	7.0
Paranoia	8.0
Anrede	6.0
Rufnummer	9.0
Schloßpark	10.0
Unterarm	8.0
Benutzung	9.0
Ähnlichkeit	11.0
Rhetorik	8.0
Verhandlungspartner	19.0
Wasserdampf	11.0
Ganzheit	8.0
Kühlung	7.0
Spielfigur	10.0
Markenzeichen	13.0
Ausgliederung	13.0
Personengruppe	14.0
Auszubildende	13.0
Sperma	6.0
Programmierer	13.0
Mauerfall	9.0
Befinden	8.0
Benachrichtigung	16.0
Wohngemeinschaft	16.0
Drehen	6.0
Anker	5.0
Lebenserwartung	15.0
Breitengrad	11.0
Arsenal	7.0
Hit	3.0
Gemeindeverwaltung	18.0
Geschäftsbeziehung	18.0
Lesebuch	8.0
Unfallstelle	12.0
Fußgänger	9.0
Mutation	8.0
Lebenszeichen	13.0
Sekte	5.0
Ausbeutung	10.0
Notstand	8.0
Garaus	6.0
Drängen	7.0
Befürworter	11.0
Söldner	7.0
Passus	6.0
Schwachstelle	13.0
Ablehnung	9.0
Versöhnung	10.0
Ableben	7.0
Berücksichtigung	16.0
Wissensvermittlung	18.0
Seifenblase	11.0
Diensteanbieter	15.0
Aufwendung	10.0
Nutzungsdauer	13.0
Gehölz	6.0
Zeitabstand	11.0
Abmachung	9.0
Mosaik	6.0
Mechanik	8.0
Umweltbewußtsein	16.0
Bearbeiten	10.0
Rückendeckung	13.0
Unterweisung	12.0
Himmelskörper	13.0
Korrektur	9.0
Schatzkammer	12.0
Avenue	6.0
Grundnahrungsmittel	19.0
Schizophrenie	13.0
Aushöhlung	10.0
Hochschule	10.0
Ausgeglichenheit	16.0
Weisung	7.0
Schornstein	11.0
Wink	4.0
Design	6.0
Fernsehanstalt	14.0
Quartett	8.0
Anführer	8.0
Bedienstete	11.0
Hausnummer	10.0
Amazone	7.0
Traumwelt	9.0
Lebensweise	11.0
Wiederkehr	10.0
Mordfall	8.0
Festnahme	9.0
Quartal	7.0
Unklarheit	10.0
Freundeskreis	13.0
Töten	5.0
Gesetzgebung	12.0
Unwille	7.0
Prädikat	8.0
Ehrgeiz	7.0
Baukosten	9.0
Spielraum	9.0
Zusatzqualifikation	19.0
Heizöl	6.0
Israeli	7.0
Palästinenser	13.0
Zugeständnis	12.0
Ziellinie	9.0
Händchen	8.0
Durchsuchung	12.0
Zusatzversicherung	18.0
Gedankenaustausch	17.0
Wegstrecke	10.0
Eisen	5.0
Garantie	8.0
Esprit	6.0
Untreue	7.0
Amin	4.0
Hochland	8.0
Profession	10.0
Satire	6.0
Gefängnisstrafe	15.0
Gentleman	9.0
Verwunderung	12.0
Nomade	6.0
Vorhandensein	13.0
Körperzelle	11.0
Besorgung	9.0
Riff	4.0
Borg	4.0
Aufruf	6.0
Triebwerk	9.0
Tower	5.0
Status	6.0
Beeinträchtigung	16.0
Plastik	7.0
Augenschein	11.0
Grenzübergang	13.0
Niedergang	10.0
Notwendige	10.0
Mischling	9.0
Eingeständnis	13.0
Verwahrlosung	13.0
Bistro	6.0
Querschnitt	11.0
Mutterschaft	12.0
Regiment	8.0
Grundrecht	10.0
Leitmotiv	9.0
Außerirdische	13.0
Bevölkerungsentwicklung	23.0
Liga	4.0
Schöpfer	8.0
Reinheit	8.0
Ermangelung	11.0
Schlagwort	10.0
Denkweise	9.0
Regenwald	9.0
Entspannen	10.0
Steak	5.0
Geldmangel	10.0
Klassenfahrt	12.0
Souveränität	12.0
Rockband	8.0
Einbahnstraße	13.0
Grundstein	10.0
Lehrstuhl	9.0
Professorin	11.0
Königstochter	13.0
Zersetzung	10.0
Selektion	9.0
Kränkung	8.0
Graffito	8.0
Teilnehmerin	12.0
Rentnerin	9.0
Ehemalige	9.0
Vorrunde	8.0
Studienort	10.0
Beratungsstelle	15.0
Kaufpreis	9.0
Musikant	8.0
Banalität	9.0
Immobilie	9.0
Fischerdorf	11.0
Eigentümerin	12.0
Bekanntenkreis	14.0
Fernrohr	8.0
Altenheim	9.0
Justizvollzugsanstalt	21.0
Befindlichkeit	14.0
Schlägerei	10.0
Umfang	6.0
Ideal	5.0
Tatbestandsmerkmal	18.0
Gesinnung	9.0
Abbild	6.0
Stellenangebot	14.0
Leidensweg	10.0
Auszug	6.0
Eingeborene	11.0
Quark	5.0
Unfug	5.0
Nachweis	8.0
Eingebung	9.0
Schutt	6.0
Verblendung	11.0
Versorgung	10.0
Mächtige	8.0
Entscheidungsträger	19.0
Vollmacht	9.0
Arbeitsauftrag	14.0
Rückbau	7.0
Anzahlung	9.0
Knoblauch	9.0
Beschränkung	12.0
Gewerbegebiet	13.0
Eiszeit	7.0
Wahn	4.0
Eigenheim	9.0
Bürogebäude	11.0
Tagespresse	11.0
Begreifen	9.0
Ausbreitung	11.0
Verdächtige	11.0
Vervollkommnung	15.0
Vorwahl	7.0
Münsterland	11.0
Wohnanlage	10.0
Schablone	9.0
Aussteiger	10.0
Schwache	8.0
Kleinste	8.0
Intellektuelle	14.0
Privatleben	11.0
Berufsausbildung	16.0
Störenfried	11.0
Exempel	7.0
Lehrplan	8.0
Notsituation	12.0
Rechtschreibung	15.0
Aufschrift	10.0
Ausgangsposition	16.0
Triebfeder	10.0
Integrität	10.0
Dinosaurier	11.0
Machthaber	10.0
Hauptfigur	10.0
Hallenbad	9.0
Schlußstrich	12.0
Bequemlichkeit	14.0
Beunruhigung	12.0
Spielregel	10.0
Altersgenosse	13.0
Buddha	6.0
Vorsitz	7.0
Kommunikationsfähigkeit	23.0
Berufsleben	11.0
Frauenhaus	10.0
Nächstenliebe	13.0
Schnelligkeit	13.0
Reisezeit	9.0
Basiswissen	11.0
Schaubild	9.0
Meeresboden	11.0
Dienstleister	13.0
Verbesserung	12.0
Schulleitung	12.0
Queen	5.0
Krümmung	8.0
Erfassung	9.0
Spätaussiedler	14.0
Speicherkapazität	17.0
Fingerspitzengefühl	19.0
Akkord	6.0
Schriftsteller	14.0
Regisseur	9.0
Leukämie	8.0
Spring	6.0
Stalingrad	10.0
Rückenschmerz	13.0
Sündenbock	10.0
Darbietung	10.0
Kleinwagen	10.0
Refugium	8.0
Abiturient	10.0
Satellit	8.0
Stadtführung	12.0
Roß	3.0
Gesamtbild	10.0
Motorhaube	10.0
Übeltäter	9.0
Kripo	5.0
Höhenunterschied	16.0
Vordenker	9.0
Planer	6.0
Erhaltung	9.0
Kreisstraße	11.0
Tierärztin	10.0
Nachtleben	10.0
Vers	4.0
Weitsicht	9.0
Beständigkeit	13.0
Junior	6.0
Kontaktperson	13.0
Kanalisation	12.0
Unschuldige	11.0
Vorbote	7.0
Face	4.0
Redner	6.0
Relief	6.0
Gelingen	8.0
Kraftakt	8.0
Massengrab	10.0
Sprinter	8.0
Kinderschuh	11.0
Elektrizität	12.0
Kruste	6.0
Pathos	6.0
Wohnort	7.0
Modalität	9.0
Hunderttausend	14.0
Umweltverschmutzung	19.0
Weinberg	8.0
Namensgebung	12.0
Wiederherstellung	17.0
Hektar	6.0
Versandhandel	13.0
Übergewicht	11.0
Gesetzgeber	11.0
Vehikel	7.0
Verunsicherung	14.0
Wagnis	6.0
Untersuchungsergebnis	21.0
Beilage	7.0
Waagschale	10.0
Mittelwert	10.0
Sonde	5.0
Restauration	12.0
Wall	4.0
Kleinbetrieb	12.0
Gehirnwäsche	12.0
Abstrich	8.0
Eckdatum	8.0
Unkraut	7.0
Kap	3.0
Geburtsort	10.0
Präsenz	7.0
Isolierung	10.0
Rentenalter	11.0
Phobie	6.0
Repräsentant	12.0
Farce	5.0
Amor	4.0
Ansinnen	8.0
Geschlechtsverkehr	18.0
Umweltbehörde	13.0
Wehrmacht	9.0
Mietwagen	9.0
Identifizierung	15.0
Urlaubsgeld	11.0
Organisationsstruktur	21.0
Bestehen	8.0
Linkshänder	11.0
Baß	3.0
Fremdling	9.0
Gips	4.0
Stütze	6.0
Eingreifen	10.0
Knolle	6.0
Erfordernis	11.0
Biologe	7.0
Rückblick	9.0
Realisierung	12.0
Oberseite	9.0
Choreographie	13.0
Ausnahmefall	12.0
Specht	6.0
Studienjahr	11.0
Kampfkunst	10.0
Klarinette	10.0
Jungfrau	8.0
Übertretung	11.0
Sonderangebot	13.0
Telefongespräch	15.0
Auferstehung	12.0
Option	6.0
Selbständige	12.0
Dekade	6.0
Schauspielerin	14.0
Bon	3.0
Versprechung	12.0
Grundfeste	10.0
Verband	7.0
Vorgänger	9.0
Wochentag	9.0
Sonnensystem	12.0
Gütesiegel	10.0
Vetorecht	9.0
Erwarten	8.0
Lebensplanung	13.0
Eingehen	8.0
Diva	4.0
Mikrobe	7.0
Bürde	5.0
Verwirklichung	14.0
Thriller	8.0
Urlauber	8.0
Langsamkeit	11.0
Zuwachs	7.0
Vorkommnis	10.0
Selbsterkenntnis	16.0
Schatzmeister	13.0
Kanu	4.0
Mitarbeit	9.0
Hauptsitz	9.0
Reife	5.0
Sprachlosigkeit	15.0
Comic	5.0
Defizit	7.0
Anreise	7.0
Dritte	6.0
Terrorist	9.0
Mikrophon	9.0
Senf	4.0
Tango	5.0
Anbeginn	8.0
Wirre	5.0
Badeort	7.0
Zeitdruck	9.0
Inventar	8.0
Authentizität	13.0
Annalen	7.0
Versicherung	12.0
Erlös	5.0
Knecht	6.0
Weltraum	8.0
Stückzahl	9.0
Gewinner	8.0
Leserin	7.0
Klonen	6.0
Missionar	9.0
Hausarbeit	10.0
Live	4.0
Regent	6.0
Uneinigkeit	11.0
Ungenauigkeit	13.0
Öffnen	6.0
Intervall	9.0
Betreuer	8.0
Zone	4.0
Steuergeld	10.0
Quere	5.0
Tümpel	6.0
Gemeinderat	11.0
Ortskern	8.0
Kraftfahrzeug	13.0
Chemiker	8.0
Wegbereiter	11.0
Spielerin	9.0
Leistungsfähigkeit	18.0
Gesichtspunkt	13.0
Schußwaffe	10.0
Munition	8.0
Verweigerung	12.0
Androhung	9.0
Leuchtturm	10.0
Differenz	9.0
Zentralbank	11.0
Freizeitgestaltung	18.0
Orkan	5.0
Herrin	6.0
Klientin	8.0
Anforderung	11.0
Ansage	6.0
Verbrechen	10.0
Atmung	6.0
Bewegungsablauf	15.0
Konkurs	7.0
Verfolgte	9.0
Abgeordnete	11.0
Zivilcourage	12.0
Kaiserreich	11.0
Taschenbuch	11.0
Finale	6.0
Vermeidung	10.0
Verpflegung	11.0
Genießen	8.0
Bravo	5.0
Mundart	7.0
Vorsichtsmaßnahme	17.0
Ackerland	9.0
Gaskammer	9.0
Redakteurin	11.0
Berichterstattung	17.0
Metier	6.0
Kleinbauer	10.0
Vertragsabschluß	16.0
Zuständigkeitsbereich	21.0
Reinkarnation	13.0
Testergebnis	12.0
Ökonomie	8.0
Flüchtling	10.0
Sportart	8.0
Wendepunkt	10.0
List	4.0
Abhilfe	7.0
Meerwasser	10.0
Defekt	6.0
Halten	6.0
Stromausfall	12.0
Selbsteinschätzung	18.0
Täuschung	9.0
Drucker	7.0
Porzellan	9.0
Population	10.0
Elektriker	10.0
Maurer	6.0
Volksmusik	10.0
Kaiserschnitt	13.0
Tyrann	6.0
Bandmitglied	12.0
Fußballer	9.0
Arbeitsablauf	13.0
Freiherr	8.0
Pollen	6.0
Sonnenblume	11.0
Aufsichtsbehörde	16.0
Mobile	6.0
Kuppel	6.0
Neger	5.0
Einsparung	10.0
Schließung	10.0
Unterrichtszeit	15.0
Piano	5.0
Schriftstellern	15.0
Zurückweisung	13.0
Anschuldigung	13.0
V	2.0
Entstehungszeit	15.0
Schenkung	9.0
Wehrdienst	10.0
Feindseligkeit	14.0
Koordinator	11.0
Verträglichkeit	15.0
Hagel	5.0
Karosserie	10.0
Staatssicherheit	16.0
Toleranz	8.0
Bohle	5.0
Buchhaltung	11.0
Metropole	9.0
Massaker	8.0
erstenmal	9.0
Nachahmung	10.0
Grundgesetz	11.0
Kreissparkasse	14.0
Olive	5.0
Erzähler	8.0
Highlight	9.0
Tank	4.0
Charakterzug	12.0
Steg	4.0
Bunker	6.0
Sichtung	8.0
Gruppenraum	11.0
Nichtbeachtung	14.0
Irrsinn	7.0
Depp	4.0
Überforderung	13.0
Übermaß	7.0
Schwangerschaftswoche	21.0
Verkleidung	11.0
Pfadfinder	10.0
Merkmal	7.0
Gymnastik	9.0
Konflikt	8.0
Rücksichtnahme	14.0
Sänger	6.0
Weiter	6.0
Allmacht	8.0
Pseudonym	9.0
Kriegsdienstverweigerung	24.0
Glücksspiel	11.0
Leckerei	8.0
Jugendzentrum	13.0
Glaubwürdigkeit	15.0
Kräfteverhältnis	16.0
Alexanderplatz	14.0
Zeitungsbericht	15.0
Feministin	10.0
Demo	4.0
Beschneidung	12.0
Fleiß	5.0
Wiedergabe	10.0
Aufklärung	10.0
Marktwirtschaft	15.0
Umsicht	7.0
Friedensvertrag	15.0
Auktion	7.0
Romantiker	10.0
Bürgschaft	10.0
Dreh	4.0
Esoterik	8.0
Paradoxon	9.0
Himmelsrichtung	15.0
Stabilisierung	14.0
Prestige	8.0
Erfinder	8.0
Helium	6.0
Abweichung	10.0
Hürde	5.0
Betrüger	8.0
Islam	5.0
Kurzschluß	10.0
Inbetriebnahme	14.0
Laus	4.0
Andacht	7.0
Raupe	5.0
Eingriff	8.0
Wohltat	7.0
Folgejahr	9.0
Arbeitsstätte	13.0
Einschulung	11.0
Fortführung	11.0
Meßlatte	8.0
Beurteilung	11.0
Dosierung	9.0
Kahlschlag	10.0
Mineral	7.0
Backblech	9.0
Gültigkeit	10.0
Lausitz	7.0
Heck	4.0
Turbine	7.0
Hinduismus	10.0
Brandstiftung	13.0
Engagement	10.0
Beschädigung	12.0
Buchform	8.0
Lupe	4.0
Allergie	8.0
Behinderung	11.0
Punktzahl	9.0
Aufstellung	11.0
Ausübung	8.0
Erhebung	8.0
Komplott	8.0
Diskussionsforum	16.0
Pumpe	5.0
Forum	5.0
Mitmachen	9.0
Fördergeld	10.0
Sheriff	7.0
Mehrheit	8.0
Goldmedaille	12.0
Taler	5.0
Französin	9.0
Energieverbrauch	16.0
Gebärde	7.0
Schütze	7.0
Besichtigung	12.0
X	2.0
Körpergröße	11.0
Umweltschutz	12.0
Ausbilder	9.0
Hamster	7.0
Archäologie	11.0
Haltbarkeit	11.0
Bitterkeit	10.0
Soja	4.0
Verzehr	7.0
Zirkulation	11.0
Lehrveranstaltung	17.0
Staatsverschuldung	18.0
Greifen	7.0
Kulturgeschichte	16.0
Volleyball	10.0
Set	3.0
Unmöglichkeit	13.0
Dialektik	9.0
Gebrauchsgegenstand	19.0
Scholle	7.0
Studieninhalt	13.0
Übergabe	8.0
Inflation	9.0
Fühlen	6.0
Manipulation	12.0
Nordseite	9.0
Floh	4.0
Lebensdauer	11.0
Radar	5.0
Befugnis	8.0
Milchprodukt	12.0
Basilikum	9.0
Sozialkunde	11.0
Fundament	9.0
Windmühle	9.0
Beruhigungsmittel	17.0
Beruhigung	10.0
Steinzeit	9.0
Lebensverhältnis	16.0
Gegebenheit	11.0
Strafgesetzbuch	15.0
Kid	3.0
Terrain	7.0
Hort	4.0
Reigen	6.0
Bergsteiger	11.0
Artikulation	12.0
Restriktion	11.0
Umweltschützer	14.0
Archipel	8.0
Konsum	6.0
Vorspiel	8.0
Verengung	9.0
Verfahren	9.0
Rettungsdienst	14.0
Blaue	5.0
Aufführung	10.0
Auftakt	7.0
Volksvertreter	14.0
Anstand	7.0
Wahrhaftigkeit	14.0
Kundgebung	10.0
Skeptiker	9.0
Wohnen	6.0
Monatsgehalt	12.0
Festplatte	10.0
Helfen	6.0
Hohlraum	8.0
Flaute	6.0
Befreier	8.0
Kaiserin	8.0
Akustik	7.0
Organ	5.0
Vergeltung	10.0
Militär	7.0
Lebenslage	10.0
Schwimmer	9.0
Firmensitz	10.0
Psychologin	11.0
Ausgleich	9.0
Pharao	6.0
Mitleidenschaft	15.0
Auslastung	10.0
Mohn	4.0
Abendmahl	9.0
Quecksilber	11.0
Thermometer	11.0
Bewältigung	11.0
Furore	6.0
Accessoire	10.0
Verflechtung	12.0
Astronaut	9.0
Ausbeute	8.0
Zugabe	6.0
Prostata	8.0
Prügel	6.0
Quantum	7.0
Schulabschluß	13.0
Datenbank	9.0
Rasenfläche	11.0
Gesundheitszustand	18.0
Unternehmer	11.0
Aufräumen	9.0
Erzeuger	8.0
Super	5.0
Trasse	6.0
Göttliche	9.0
Bewirtung	9.0
Entlohnung	10.0
Südosten	8.0
Notwehr	7.0
Anämie	6.0
Durchsetzung	12.0
Entschädigung	13.0
Veranschaulichung	17.0
Ikone	5.0
Erdoberfläche	13.0
Neueinstellung	14.0
Rubin	5.0
Arbeitslosenzahl	16.0
Dissertation	12.0
Zusammenfassung	15.0
Neurologe	9.0
Wiederholung	12.0
Wertpapier	10.0
Anleihe	7.0
Serbe	5.0
Sattel	6.0
Würdigung	9.0
Suchtprävention	15.0
Süchtige	8.0
Anbieter	8.0
Tendenz	7.0
Ministerium	11.0
Abwicklung	10.0
Bundesamt	9.0
Zivildienst	11.0
Modellprojekt	13.0
Gefährdung	10.0
Selbstdarstellung	17.0
Aufklärungsarbeit	17.0
Verfechter	10.0
Schulsport	10.0
Abhängige	9.0
Freizeitaktivität	17.0
Vorsorge	8.0
Hilfesuchende	13.0
Einstieg	8.0
Einengung	9.0
Fragebogen	10.0
Lehrerschaft	12.0
Porto	5.0
Infomaterial	12.0
Initiator	9.0
Installation	12.0
Software	8.0
Internetzugang	14.0
Url	3.0
Gag	3.0
Wertigkeit	10.0
Ansprechpartner	15.0
Handlungsweise	14.0
Paßwort	7.0
Wohnbereich	11.0
Lebensqualität	14.0
Projektion	10.0
Checkliste	10.0
Motivation	10.0
Förderung	9.0
Anschauen	9.0
Minister	8.0
Ernüchterung	12.0
Forschungsergebnis	18.0
Weiterleitung	13.0
Rückmeldung	11.0
Fertigkeit	10.0
Oberflächlichkeit	17.0
Modem	5.0
Expertin	8.0
Funktionieren	13.0
Real	4.0
Fallbeispiel	12.0
Zensur	6.0
Eisberg	7.0
Vernetzung	10.0
Bildungsträger	14.0
Handelskammer	13.0
Postfach	8.0
Netzwerk	8.0
Erfahrungsaustausch	19.0
Fachleute	9.0
Betreffende	11.0
Bundesregierung	15.0
Benutzer	8.0
Pornographie	12.0
Kondition	9.0
Telefonrechnung	15.0
Größenordnung	13.0
Input	5.0
Zusammenkunft	13.0
Selbstkontrolle	15.0
Präzedenzfall	13.0
Überschuldung	13.0
Antragstellung	14.0
Zugriff	7.0
Anlaufstelle	12.0
Lehrperson	10.0
Niedersachse	12.0
Umweltbedingung	15.0
Alleinstehende	14.0
MA	2.0
Video	5.0
Clan	4.0
Gründung	8.0
Kontaktstelle	13.0
Staatsminister	14.0
Instrumentarium	15.0
Ambulanz	8.0
Integration	11.0
Spezifikation	13.0
Axiom	5.0
Ausarbeitung	12.0
Fragestellung	13.0
Vollständigkeit	15.0
Reduktion	9.0
Modellierung	12.0
Umsetzung	9.0
Professur	9.0
Präparat	8.0
Milliardenhöhe	14.0
Dividende	9.0
Kreditgeber	11.0
Jugendhilfe	11.0
Spitzenverband	14.0
Gesundheitswesen	16.0
Gesellschafter	14.0
Spurenelement	13.0
Zink	4.0
Fluktuation	11.0
Warnsignal	10.0
Führungsstil	12.0
Leistungserbringer	18.0
Belag	5.0
Diagnostik	10.0
Zahlungsverpflichtung	21.0
Medizintechnik	14.0
Vermögenswert	13.0
Verbindlichkeit	15.0
Einnahme	8.0
Rechtsform	10.0
Gutschrift	10.0
Jahresbeginn	12.0
Hornhaut	8.0
Regelung	8.0
Gesellschaftsform	17.0
Fachkompetenz	13.0
Infrastruktur	13.0
Bundesverband	13.0
Volksbank	9.0
Reklamation	11.0
Joggen	6.0
Laser	5.0
Wirtschaftsraum	15.0
Kommission	10.0
Mitgliedstaat	13.0
Inkrafttreten	13.0
GmbH	4.0
Ertrag	6.0
Meinungsverschiedenheit	23.0
Kapitalmarkt	12.0
Anhaltspunkt	12.0
Bestandsaufnahme	16.0
Fachbereich	11.0
Nord	4.0
Tagungsort	10.0
Leistungsangebot	16.0
Kostenträger	12.0
Liquidität	10.0
Bearbeitung	11.0
Aufsichtsrat	12.0
Bereitschaftsdienst	19.0
Prozentpunkt	12.0
Gesamtkosten	12.0
Arztpraxis	10.0
Fachgruppe	10.0
Berufsverband	13.0
Umfrage	7.0
Gesundheitsschutz	17.0
Wochenstunde	12.0
Identifikation	14.0
Industrie	9.0
Schulausbildung	15.0
Greifswald	10.0
Verarbeitung	12.0
Hersteller	10.0
Gesundheitszentrum	18.0
Zusammenschluß	14.0
Investition	11.0
Rücklage	8.0
Aussteller	10.0
Diabetiker	10.0
Kontrollgruppe	14.0
Ausstellungsfläche	18.0
Tagung	6.0
Desaster	8.0
Beteiligung	11.0
Prognose	8.0
Überschuß	9.0
Emirat	6.0
Ernennung	9.0
Tilgung	7.0
Spätherbst	10.0
Wirtschaftszweig	16.0
Beitrittsland	13.0
Föderation	10.0
Mehrkosten	10.0
Übernachtung	12.0
Feedback	8.0
Palette	7.0
Produktpalette	14.0
Haftung	7.0
Entwicklungsarbeit	18.0
Gewichtung	10.0
Investmentfonds	15.0
Anlageform	10.0
Informationsaustausch	21.0
Bundesvereinigung	17.0
Dezernent	9.0
Sicherstellung	14.0
Relevanz	8.0
Bayer	5.0
Ausdehnung	10.0
Tenor	5.0
Entstehung	10.0
Lösungsansatz	13.0
Privatisierung	14.0
Serviceleistung	15.0
Landgericht	11.0
Beihilfe	8.0
Zielvereinbarung	16.0
Kollaps	7.0
Gerätschaft	11.0
Zulassung	9.0
Strukturwandel	14.0
Übernahme	9.0
Rentabilität	12.0
Anmeldung	9.0
Mißstand	8.0
Börsengang	10.0
Prävention	10.0
Drucksache	10.0
Bundesgerichtshof	17.0
Darlehen	8.0
Versicherungssumme	18.0
Verstoß	7.0
Bußgeld	7.0
Fälligkeit	10.0
Festlegung	10.0
Bonität	7.0
Ablagerung	10.0
Übergangszeit	13.0
Erwähnung	9.0
Führungskraft	13.0
Ordnungswidrigkeit	18.0
Geldstrafe	10.0
Einziehung	10.0
Fachhochschule	14.0
Lehrinhalt	10.0
Hilfestellung	13.0
Versicherte	11.0
Früherkennung	13.0
Hochrechnung	12.0
Versicherer	11.0
Definition	10.0
Zahlungsunfähigkeit	19.0
Effizienz	9.0
Punktwert	9.0
Wellenlänge	11.0
Informationsveranstaltung	25.0
